row,quality_of_class,difficulty_of_class,class_code,college,prof_firstname,prof_lastname,comment
1,3.5,3.0, STAT6910,OHIO STATE UNIVERSITY,STEVEN,MACEACHERN,Professor MacEachern knows his stuff and more importantly he cares about his students. I felt he was very available. He can be disorganized - it is especially challenging when there is no textbook to fall back on.
2,4.5,3.0, STAT664,OHIO STATE UNIVERSITY,STEVEN,MACEACHERN,MacEachern made quality control way more interesting than expected.
